"datetime","latency"
"2022-05-29T21:38:00Z",1.049041748046875e-05
"2022-05-29T21:39:00Z",2.1998087565104166e-05
"2022-05-29T21:42:00Z",9.611248970031738e-06
"2022-05-29T21:44:00Z",1.0336146635167739e-05
"2022-05-29T21:47:00Z",1.0079807705349393e-05
"2022-05-29T21:49:00Z",1.053810119628906e-05
"2022-05-29T21:50:00Z",8.58306884765625e-06
"2022-05-29T21:52:00Z",9.989738464355468e-06
"2022-05-29T21:55:00Z",9.400503976004465e-06
"2022-05-29T21:57:00Z",1.0598789561878554e-05
"2022-05-29T21:58:00Z",9.385022250088783e-06
"2022-05-29T22:00:00Z",9.889188020125678e-06
"2022-05-29T22:03:00Z",1.004338264465332e-05
"2022-05-29T22:05:00Z",9.975433349609372e-06
"2022-05-29T22:08:00Z",1.0786056518554688e-05
"2022-05-29T22:09:00Z",9.874502817789716e-06
"2022-05-29T22:10:00Z",9.469985961914064e-06
"2022-05-29T22:11:00Z",9.316664475661058e-06
"2022-05-29T22:12:00Z",8.523464202880858e-06
"2022-05-29T22:13:00Z",9.307861328125e-06
"2022-05-29T22:19:00Z",1.0776519775390626e-05
"2022-05-29T22:25:00Z",9.603500366210936e-06
"2022-05-29T22:31:00Z",9.813308715820312e-06
"2022-05-29T22:36:00Z",1.0042190551757812e-05
"2022-05-29T22:37:00Z",9.870529174804687e-06
"2022-05-29T22:38:00Z",1.0503304971230997e-05
"2022-05-29T22:39:00Z",1.0311603546142576e-05
"2022-05-29T22:40:00Z",9.670257568359376e-06
"2022-05-29T22:41:00Z",1.051792731651893e-05
"2022-05-29T22:42:00Z",9.208917617797853e-06
"2022-05-29T22:43:00Z",9.390024038461539e-06
"2022-05-29T22:44:00Z",9.784698486328126e-06
"2022-05-29T22:45:00Z",9.555816650390625e-06
"2022-05-29T22:46:00Z",8.955001831054688e-06
"2022-05-29T22:47:00Z",9.651184082031253e-06
"2022-05-29T22:48:00Z",9.946823120117187e-06
"2022-05-29T22:49:00Z",8.506774902343752e-06
"2022-05-29T22:50:00Z",1.0766983032226565e-05
"2022-05-29T22:54:00Z",9.655952453613283e-06
"2022-05-29T22:55:00Z",1.0728836059570312e-05
"2022-05-29T22:56:00Z",9.441375732421875e-06
"2022-05-29T22:57:00Z",9.995240431565504e-06
"2022-05-29T22:58:00Z",9.20662513146034e-06
"2022-05-29T22:59:00Z",1.0480880737304688e-05
"2022-05-29T23:00:00Z",1.0471343994140625e-05
"2022-05-29T23:01:00Z",1.1186599731445313e-05
"2022-05-29T23:02:00Z",1.005172729492187e-05
"2022-05-29T23:03:00Z",1.0156631469726561e-05
"2022-05-29T23:04:00Z",9.517669677734372e-06
"2022-05-29T23:05:00Z",9.031295776367185e-06
"2022-05-29T23:06:00Z",1.0004043579101561e-05
"2022-05-29T23:07:00Z",9.517669677734377e-06
"2022-05-29T23:08:00Z",9.918212890625e-06
"2022-05-29T23:13:00Z",9.67979431152344e-06
"2022-05-29T23:14:00Z",8.903051677503081e-06
"2022-05-29T23:15:00Z",1.076698303222656e-05
"2022-05-29T23:16:00Z",1.0123619666466346e-05
"2022-05-29T23:17:00Z",1.0967254638671873e-05
"2022-05-29T23:18:00Z",1.0051727294921874e-05
"2022-05-29T23:19:00Z",1.1138916015625e-05
"2022-05-29T23:20:00Z",1.0490417480468748e-05
"2022-05-29T23:21:00Z",1.0637136606069708e-05
"2022-05-29T23:22:00Z",1.0042190551757812e-05
"2022-05-29T23:23:00Z",1.0099411010742187e-05
"2022-05-29T23:24:00Z",8.960564931233725e-06
"2022-05-29T23:25:00Z",9.784698486328125e-06
"2022-05-29T23:26:00Z",9.469985961914064e-06
"2022-05-29T23:27:00Z",1.0099411010742187e-05
