"datetime","backendConnectionErrors"
"2022-03-31T09:28:00Z",202
"2022-03-31T09:39:00Z",200
"2022-03-31T09:47:00Z",100
"2022-03-31T09:51:00Z",200
"2022-03-31T09:52:00Z",200
"2022-03-31T09:55:00Z",200
"2022-03-31T09:56:00Z",2
"2022-03-31T09:58:00Z",100
"2022-03-31T09:59:00Z",203
"2022-03-31T10:01:00Z",2
"2022-03-31T10:14:00Z",1
"2022-03-31T10:22:00Z",100
"2022-03-31T10:23:00Z",102
"2022-03-31T10:29:00Z",101
"2022-03-31T10:35:00Z",101
"2022-03-31T10:47:00Z",101
"2022-03-31T10:53:00Z",101
"2022-03-31T11:05:00Z",101
"2022-03-31T11:11:00Z",101
"2022-03-31T11:12:00Z",1
"2022-03-31T11:15:00Z",100
