"datetime","backendConnectionErrors"
"2022-06-03T08:05:00Z",202
"2022-06-03T08:27:00Z",200
"2022-06-03T08:37:00Z",100
"2022-06-03T08:44:00Z",4
"2022-06-03T08:46:00Z",1
"2022-06-03T08:58:00Z",100
"2022-06-03T08:59:00Z",102
"2022-06-03T09:03:00Z",100
"2022-06-03T09:04:00Z",1
"2022-06-03T09:06:00Z",101
"2022-06-03T09:09:00Z",100
"2022-06-03T09:12:00Z",101
"2022-06-03T09:20:00Z",100
"2022-06-03T09:22:00Z",1
"2022-06-03T09:23:00Z",101
"2022-06-03T09:26:00Z",1
"2022-06-03T09:29:00Z",101
"2022-06-03T09:36:00Z",100
"2022-06-03T09:41:00Z",101
"2022-06-03T09:47:00Z",101
