"datetime","backendConnectionErrors"
"2022-05-27T22:32:00Z",101
"2022-05-27T22:33:00Z",102
"2022-05-27T22:46:00Z",200
"2022-05-27T23:26:00Z",202
"2022-05-27T23:35:00Z",101
"2022-05-27T23:36:00Z",100
"2022-05-27T23:41:00Z",101
"2022-05-27T23:48:00Z",101
"2022-05-27T23:54:00Z",101
"2022-05-27T23:55:00Z",200
"2022-05-28T00:09:00Z",101
"2022-05-28T00:15:00Z",101
"2022-05-28T00:18:00Z",200
