"datetime","backendConnectionErrors"
"2022-05-30T03:44:00Z",101
"2022-05-30T03:46:00Z",204
"2022-05-30T03:54:00Z",4
"2022-05-30T04:20:00Z",1
"2022-05-30T04:22:00Z",2
"2022-05-30T04:31:00Z",1
"2022-05-30T04:37:00Z",100
"2022-05-30T04:39:00Z",202
"2022-05-30T04:40:00Z",2
"2022-05-30T04:41:00Z",100
"2022-05-30T04:47:00Z",102
"2022-05-30T04:53:00Z",102
"2022-05-30T05:00:00Z",100
"2022-05-30T05:04:00Z",201
"2022-05-30T05:10:00Z",101
"2022-05-30T05:11:00Z",2
"2022-05-30T05:18:00Z",102
"2022-05-30T05:22:00Z",100
"2022-05-30T05:23:00Z",100
"2022-05-30T05:24:00Z",2
