"datetime","backendConnectionErrors"
"2022-03-24T22:39:00Z",205
"2022-03-24T22:45:00Z",200
"2022-03-24T22:48:00Z",1
"2022-03-24T23:00:00Z",5
"2022-03-24T23:20:00Z",100
"2022-03-24T23:32:00Z",202
"2022-03-24T23:40:00Z",105
"2022-03-24T23:41:00Z",102
"2022-03-24T23:45:00Z",100
"2022-03-24T23:46:00Z",2
"2022-03-24T23:52:00Z",100
"2022-03-24T23:56:00Z",100
"2022-03-24T23:57:00Z",1
"2022-03-25T00:02:00Z",102
"2022-03-25T00:03:00Z",4
"2022-03-25T00:13:00Z",100
"2022-03-25T00:15:00Z",101
"2022-03-25T00:16:00Z",1
"2022-03-25T00:17:00Z",1
"2022-03-25T00:21:00Z",100
