"datetime","backendConnectionErrors"
"2022-04-02T08:38:00Z",201
"2022-04-02T08:39:00Z",2
"2022-04-02T08:42:00Z",200
"2022-04-02T08:51:00Z",100
"2022-04-02T08:55:00Z",200
"2022-04-02T09:10:00Z",200
"2022-04-02T09:18:00Z",200
"2022-04-02T09:23:00Z",1
"2022-04-02T09:32:00Z",404
"2022-04-02T09:39:00Z",101
"2022-04-02T09:40:00Z",100
"2022-04-02T09:45:00Z",101
"2022-04-02T09:54:00Z",100
"2022-04-02T09:56:00Z",201
"2022-04-02T10:02:00Z",100
"2022-04-02T10:04:00Z",1
"2022-04-02T10:13:00Z",100
"2022-04-02T10:14:00Z",1
"2022-04-02T10:18:00Z",99
"2022-04-02T10:19:00Z",101
