"datetime","backendConnectionErrors"
"2022-05-11T21:54:00Z",204
"2022-05-11T21:57:00Z",100
"2022-05-11T22:03:00Z",4
"2022-05-11T22:16:00Z",200
"2022-05-11T22:24:00Z",1
"2022-05-11T22:47:00Z",200
"2022-05-11T22:48:00Z",6
"2022-05-11T22:55:00Z",101
"2022-05-11T23:01:00Z",102
"2022-05-11T23:04:00Z",100
"2022-05-11T23:12:00Z",202
"2022-05-11T23:18:00Z",102
"2022-05-11T23:19:00Z",1
"2022-05-11T23:29:00Z",102
"2022-05-11T23:31:00Z",100
"2022-05-11T23:35:00Z",101
"2022-05-11T23:36:00Z",1
"2022-05-11T23:39:00Z",200
