"datetime","backendConnectionErrors"
"2022-04-17T05:01:00Z",202
"2022-04-17T05:28:00Z",100
"2022-04-17T05:39:00Z",1
"2022-04-17T05:45:00Z",1
"2022-04-17T05:54:00Z",202
"2022-04-17T05:56:00Z",103
"2022-04-17T05:59:00Z",100
"2022-04-17T06:01:00Z",1
"2022-04-17T06:02:00Z",101
"2022-04-17T06:07:00Z",100
"2022-04-17T06:08:00Z",101
"2022-04-17T06:18:00Z",101
"2022-04-17T06:20:00Z",103
"2022-04-17T06:24:00Z",100
"2022-04-17T06:25:00Z",101
"2022-04-17T06:26:00Z",1
"2022-04-17T06:36:00Z",101
"2022-04-17T06:37:00Z",3
"2022-04-17T06:42:00Z",101
"2022-04-17T06:43:00Z",99
"2022-04-17T06:46:00Z",200
