"datetime","backendConnectionErrors"
"2022-03-25T04:52:00Z",506
"2022-03-25T04:53:00Z",9
"2022-03-25T04:54:00Z",6
"2022-03-25T04:55:00Z",6
"2022-03-25T04:56:00Z",6
"2022-03-25T04:57:00Z",6
"2022-03-25T04:58:00Z",206
"2022-03-25T04:59:00Z",7
"2022-03-25T05:00:00Z",6
"2022-03-25T05:01:00Z",6
"2022-03-25T05:02:00Z",6
"2022-03-25T05:03:00Z",6
"2022-03-25T05:04:00Z",6
"2022-03-25T05:05:00Z",6
"2022-03-25T05:06:00Z",6
"2022-03-25T05:07:00Z",6
"2022-03-25T05:08:00Z",6
"2022-03-25T05:09:00Z",7
"2022-03-25T05:10:00Z",6
"2022-03-25T05:11:00Z",6
"2022-03-25T05:12:00Z",6
"2022-03-25T05:13:00Z",6
"2022-03-25T05:14:00Z",6
"2022-03-25T05:15:00Z",6
"2022-03-25T05:16:00Z",6
"2022-03-25T05:17:00Z",6
"2022-03-25T05:18:00Z",8
"2022-03-25T05:19:00Z",6
"2022-03-25T05:20:00Z",6
"2022-03-25T05:21:00Z",6
"2022-03-25T05:22:00Z",6
"2022-03-25T05:23:00Z",6
"2022-03-25T05:24:00Z",6
"2022-03-25T05:25:00Z",6
"2022-03-25T05:26:00Z",6
"2022-03-25T05:27:00Z",6
"2022-03-25T05:28:00Z",6
"2022-03-25T05:29:00Z",6
"2022-03-25T05:30:00Z",6
"2022-03-25T05:31:00Z",6
"2022-03-25T05:32:00Z",306
"2022-03-25T05:33:00Z",6
"2022-03-25T05:34:00Z",6
"2022-03-25T05:35:00Z",6
"2022-03-25T05:36:00Z",6
"2022-03-25T05:37:00Z",6
"2022-03-25T05:38:00Z",6
"2022-03-25T05:39:00Z",6
"2022-03-25T05:40:00Z",6
"2022-03-25T05:41:00Z",6
"2022-03-25T05:42:00Z",6
"2022-03-25T05:43:00Z",6
"2022-03-25T05:44:00Z",6
"2022-03-25T05:45:00Z",101
"2022-03-25T05:46:00Z",102
"2022-03-25T05:53:00Z",101
"2022-03-25T05:57:00Z",100
"2022-03-25T05:58:00Z",3
"2022-03-25T05:59:00Z",1
"2022-03-25T06:00:00Z",102
"2022-03-25T06:05:00Z",201
"2022-03-25T06:11:00Z",103
"2022-03-25T06:18:00Z",101
"2022-03-25T06:24:00Z",101
"2022-03-25T06:28:00Z",200
"2022-03-25T06:29:00Z",201
"2022-03-25T06:30:00Z",102
"2022-03-25T06:35:00Z",100
"2022-03-25T06:36:00Z",2
"2022-03-25T06:50:00Z",101
"2022-03-25T06:56:00Z",101
"2022-03-25T06:57:00Z",5
"2022-03-25T07:01:00Z",101
"2022-03-25T07:02:00Z",101
"2022-03-25T07:07:00Z",100
"2022-03-25T07:08:00Z",1
