"datetime","backendConnectionErrors"
"2022-06-04T22:59:00Z",100
"2022-06-04T23:01:00Z",200
"2022-06-04T23:02:00Z",2
"2022-06-04T23:04:00Z",1
"2022-06-04T23:38:00Z",1
"2022-06-04T23:49:00Z",1
"2022-06-04T23:55:00Z",202
"2022-06-04T23:56:00Z",100
"2022-06-05T00:02:00Z",100
"2022-06-05T00:03:00Z",101
"2022-06-05T00:06:00Z",1
"2022-06-05T00:08:00Z",100
"2022-06-05T00:09:00Z",1
"2022-06-05T00:10:00Z",1
"2022-06-05T00:20:00Z",101
"2022-06-05T00:26:00Z",101
"2022-06-05T00:29:00Z",100
"2022-06-05T00:31:00Z",101
"2022-06-05T00:33:00Z",1
"2022-06-05T00:34:00Z",2
"2022-06-05T00:36:00Z",1
"2022-06-05T00:38:00Z",105
"2022-06-05T00:43:00Z",100
"2022-06-05T00:44:00Z",2
"2022-06-05T00:48:00Z",4
