"datetime","backendConnectionErrors"
"2022-05-30T00:05:00Z",205
"2022-05-30T00:14:00Z",200
"2022-05-30T00:38:00Z",1
"2022-05-30T00:46:00Z",100
"2022-05-30T00:57:00Z",1
"2022-05-30T00:58:00Z",202
"2022-05-30T00:59:00Z",2
"2022-05-30T01:01:00Z",100
"2022-05-30T01:05:00Z",101
"2022-05-30T01:11:00Z",101
"2022-05-30T01:23:00Z",102
"2022-05-30T01:29:00Z",102
"2022-05-30T01:34:00Z",100
"2022-05-30T01:39:00Z",101
"2022-05-30T01:40:00Z",1
"2022-05-30T01:45:00Z",100
"2022-05-30T01:46:00Z",1
"2022-05-30T01:48:00Z",200
