"datetime","backendConnectionErrors"
"2022-04-03T07:26:00Z",100
"2022-04-03T07:27:00Z",102
"2022-04-03T07:30:00Z",200
"2022-04-03T07:33:00Z",200
"2022-04-03T07:56:00Z",100
"2022-04-03T08:02:00Z",201
"2022-04-03T08:06:00Z",1
"2022-04-03T08:11:00Z",200
"2022-04-03T08:16:00Z",1
"2022-04-03T08:20:00Z",202
"2022-04-03T08:23:00Z",101
"2022-04-03T08:29:00Z",101
"2022-04-03T08:40:00Z",101
"2022-04-03T08:41:00Z",100
"2022-04-03T08:44:00Z",101
"2022-04-03T08:45:00Z",1
"2022-04-03T08:50:00Z",100
"2022-04-03T08:51:00Z",1
"2022-04-03T09:02:00Z",101
"2022-04-03T09:07:00Z",100
"2022-04-03T09:08:00Z",1
