"datetime","backendConnectionErrors"
"2022-04-05T05:20:00Z",200
"2022-04-05T05:21:00Z",6
"2022-04-05T05:22:00Z",6
"2022-04-05T05:23:00Z",109
"2022-04-05T05:24:00Z",113
"2022-04-05T05:25:00Z",13
"2022-04-05T05:26:00Z",3
"2022-04-05T05:27:00Z",200
"2022-04-05T05:29:00Z",100
"2022-04-05T05:30:00Z",2
"2022-04-05T05:32:00Z",1
"2022-04-05T05:36:00Z",3
"2022-04-05T05:37:00Z",1
"2022-04-05T05:38:00Z",1
"2022-04-05T05:39:00Z",201
"2022-04-05T05:46:00Z",1
"2022-04-05T05:48:00Z",1
"2022-04-05T05:50:00Z",407
"2022-04-05T05:54:00Z",200
"2022-04-05T05:57:00Z",1
"2022-04-05T06:03:00Z",4
"2022-04-05T06:07:00Z",1
"2022-04-05T06:15:00Z",202
"2022-04-05T06:22:00Z",101
"2022-04-05T06:27:00Z",103
"2022-04-05T06:28:00Z",101
"2022-04-05T06:31:00Z",1
"2022-04-05T06:40:00Z",101
"2022-04-05T06:43:00Z",100
"2022-04-05T06:45:00Z",100
"2022-04-05T06:46:00Z",101
"2022-04-05T06:53:00Z",100
"2022-04-05T06:56:00Z",100
"2022-04-05T06:57:00Z",1
"2022-04-05T07:02:00Z",100
"2022-04-05T07:03:00Z",102
