"datetime","latency"
"2022-04-05T05:21:00Z",1.621246337890625e-05
"2022-04-05T05:22:00Z",1.4487902323404948e-05
"2022-04-05T05:24:00Z",1.271565755208333e-05
"2022-04-05T05:25:00Z",1.0345802932489114e-05
"2022-04-05T05:28:00Z",3.4724512407856594e-06
"2022-04-05T05:30:00Z",4.912179613870288e-06
"2022-04-05T05:33:00Z",3.524124622344972e-06
"2022-04-05T05:35:00Z",4.064119779146635e-06
"2022-04-05T05:38:00Z",1.2625347484241832e-05
"2022-04-05T05:41:00Z",5.195389932660915e-06
"2022-04-05T05:42:00Z",1.502037048339844e-05
"2022-04-05T05:43:00Z",5.199628717759076e-06
"2022-04-05T05:46:00Z",5.113905754642212e-06
"2022-04-05T05:48:00Z",5.858285086495536e-06
"2022-04-05T05:51:00Z",1.2551035199846541e-05
"2022-04-05T05:52:00Z",5.756105695452009e-06
"2022-04-05T05:53:00Z",6.33171626499721e-06
"2022-04-05T05:54:00Z",6.481579371861049e-06
"2022-04-05T05:55:00Z",6.6076006208147315e-06
"2022-04-05T06:01:00Z",4.792213439941407e-06
"2022-04-05T06:07:00Z",6.532669067382812e-06
"2022-04-05T06:13:00Z",6.380215497084067e-06
"2022-04-05T06:18:00Z",5.705015999930245e-06
"2022-04-05T06:19:00Z",5.541528974260603e-06
"2022-04-05T06:20:00Z",5.200931004115514e-06
"2022-04-05T06:21:00Z",6.345340183803013e-06
"2022-04-05T06:22:00Z",9.23247564406622e-06
"2022-04-05T06:23:00Z",5.439349583217076e-06
"2022-04-05T06:24:00Z",4.621914454868862e-06
"2022-04-05T06:25:00Z",5.4734093802315844e-06
"2022-04-05T06:26:00Z",5.500657217843192e-06
"2022-04-05T06:27:00Z",5.153247288295201e-06
"2022-04-05T06:28:00Z",6.110327584402902e-06
"2022-04-05T06:29:00Z",5.7424817766462044e-06
"2022-04-05T06:30:00Z",5.255426679338728e-06
"2022-04-05T06:31:00Z",5.136217389787947e-06
"2022-04-05T06:35:00Z",5.180495125906808e-06
"2022-04-05T06:36:00Z",5.544934953962054e-06
"2022-04-05T06:37:00Z",4.969324384416852e-06
"2022-04-05T06:38:00Z",6.2125069754464285e-06
"2022-04-05T06:39:00Z",5.047661917550223e-06
"2022-04-05T06:40:00Z",6.718862624395461e-06
"2022-04-05T06:41:00Z",5.487033299037389e-06
"2022-04-05T06:42:00Z",5.633490426199777e-06
"2022-04-05T06:43:00Z",4.567418779645648e-06
"2022-04-05T06:44:00Z",4.867144993373328e-06
"2022-04-05T06:45:00Z",4.407337733677455e-06
"2022-04-05T06:46:00Z",5.912780761718752e-06
"2022-04-05T06:47:00Z",5.582400730678014e-06
"2022-04-05T06:48:00Z",4.863739013671875e-06
"2022-04-05T06:52:00Z",5.940028599330357e-06
"2022-04-05T06:53:00Z",5.858285086495536e-06
"2022-04-05T06:54:00Z",5.504063197544643e-06
"2022-04-05T06:55:00Z",5.524499075753348e-06
"2022-04-05T06:56:00Z",5.388259887695313e-06
"2022-04-05T06:57:00Z",6.529263087681362e-06
"2022-04-05T06:58:00Z",4.029273986816405e-06
"2022-04-05T06:59:00Z",4.260880606515067e-06
"2022-04-05T07:00:00Z",5.282674516950336e-06
"2022-04-05T07:01:00Z",5.64370836530413e-06
"2022-04-05T07:02:00Z",5.279268537248884e-06
"2022-04-05T07:03:00Z",4.46523938860212e-06
"2022-04-05T07:04:00Z",4.257474626813616e-06
"2022-04-05T07:05:00Z",4.799025399344309e-06
"2022-04-05T07:06:00Z",5.081721714564733e-06
