"datetime","backendConnectionErrors"
"2022-04-22T08:39:00Z",100
"2022-04-22T08:42:00Z",100
"2022-04-22T08:43:00Z",102
"2022-04-22T08:51:00Z",2
"2022-04-22T09:00:00Z",1
"2022-04-22T09:23:00Z",200
"2022-04-22T09:24:00Z",2
"2022-04-22T09:31:00Z",100
"2022-04-22T09:32:00Z",1
"2022-04-22T09:37:00Z",200
"2022-04-22T09:38:00Z",1
"2022-04-22T09:44:00Z",101
"2022-04-22T09:46:00Z",100
"2022-04-22T09:50:00Z",101
"2022-04-22T09:54:00Z",100
"2022-04-22T09:56:00Z",1
"2022-04-22T09:57:00Z",2
"2022-04-22T10:05:00Z",297
"2022-04-22T10:06:00Z",2
"2022-04-22T10:08:00Z",1
"2022-04-22T10:11:00Z",201
"2022-04-22T10:12:00Z",1
