"datetime","backendConnectionErrors"
"2022-03-31T19:39:00Z",202
"2022-03-31T19:43:00Z",100
"2022-03-31T19:54:00Z",200
"2022-03-31T20:16:00Z",100
"2022-03-31T20:20:00Z",201
"2022-03-31T20:31:00Z",201
"2022-03-31T20:32:00Z",3
"2022-03-31T20:33:00Z",100
"2022-03-31T20:38:00Z",101
"2022-03-31T20:39:00Z",5
"2022-03-31T20:40:00Z",100
"2022-03-31T20:44:00Z",101
"2022-03-31T20:45:00Z",1
"2022-03-31T20:47:00Z",2
"2022-03-31T20:50:00Z",100
"2022-03-31T20:54:00Z",100
"2022-03-31T20:55:00Z",1
"2022-03-31T20:56:00Z",103
"2022-03-31T20:58:00Z",100
"2022-03-31T21:02:00Z",104
"2022-03-31T21:03:00Z",2
"2022-03-31T21:08:00Z",101
"2022-03-31T21:12:00Z",100
"2022-03-31T21:13:00Z",1
"2022-03-31T21:14:00Z",103
"2022-03-31T21:20:00Z",104
"2022-03-31T21:21:00Z",6
"2022-03-31T21:22:00Z",6
"2022-03-31T21:23:00Z",6
"2022-03-31T21:24:00Z",6
"2022-03-31T21:25:00Z",3
