"datetime","backendConnectionErrors"
"2022-04-02T04:16:00Z",202
"2022-04-02T04:19:00Z",2
"2022-04-02T04:22:00Z",1
"2022-04-02T04:26:00Z",100
"2022-04-02T04:32:00Z",200
"2022-04-02T04:39:00Z",4
"2022-04-02T04:40:00Z",1
"2022-04-02T04:41:00Z",2
"2022-04-02T04:42:00Z",3
"2022-04-02T04:43:00Z",1
"2022-04-02T04:46:00Z",108
"2022-04-02T04:54:00Z",2
"2022-04-02T04:56:00Z",199
"2022-04-02T05:09:00Z",3
"2022-04-02T05:10:00Z",200
"2022-04-02T05:16:00Z",100
"2022-04-02T05:18:00Z",101
"2022-04-02T05:24:00Z",101
"2022-04-02T05:28:00Z",100
"2022-04-02T05:31:00Z",200
"2022-04-02T05:37:00Z",101
"2022-04-02T05:46:00Z",100
"2022-04-02T05:52:00Z",100
"2022-04-02T05:59:00Z",101
