"datetime","backendConnectionErrors"
"2022-06-03T21:11:00Z",100
"2022-06-03T21:12:00Z",300
"2022-06-03T21:13:00Z",2
"2022-06-03T21:21:00Z",100
"2022-06-03T21:50:00Z",1
"2022-06-03T22:06:00Z",202
"2022-06-03T22:15:00Z",101
"2022-06-03T22:17:00Z",100
"2022-06-03T22:21:00Z",101
"2022-06-03T22:23:00Z",200
"2022-06-03T22:25:00Z",100
"2022-06-03T22:27:00Z",102
"2022-06-03T22:33:00Z",101
"2022-06-03T22:38:00Z",200
"2022-06-03T22:40:00Z",1
"2022-06-03T22:43:00Z",1
"2022-06-03T22:48:00Z",100
"2022-06-03T22:49:00Z",1
"2022-06-03T22:50:00Z",1
"2022-06-03T22:54:00Z",100
"2022-06-03T22:55:00Z",1
"2022-06-03T22:58:00Z",100
